"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"1723","Charlotte","NC",28209,35.1744564,-80.8401575,4,81,"Fast Food, American (Traditional)","True","False","True","quiet","True","3","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1724","Charlotte","NC",28212,35.203509042,-80.7366089188,4.5,16,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1725","Madison","WI",53703,43.0839048,-89.3636915,4,4,"Nightlife, Bars",NA,"True","False",NA,"False",NA,"False","free",NA,"False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1726","Madison","WI",53703,43.0752825,-89.3861265,4,216,"Fast Food, American (Traditional)","False","True","True","average","False","4","False","free","dressy","False","True","False","False","False","True","False","False","True","True","False","False","True",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1727","Concord","NC",28027,35.3752008,-80.729887,4,9,"Sandwiches, Fast Food","True","False","True","average","True","2","False",NA,"casual",NA,"True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,1,0,3,0,0,1,1,0
"1728","Madison","WI",53704,43.1284709106,-89.3588528037,1,12,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","False","free","casual","False","True","False","False","False","False","False","True",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1729","Charlotte","NC",28262,35.3103321867,-80.7535075848,3,29,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1730","Charlotte","NC",28203,35.2142559,-80.857754,4,4,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1731","Oregon","WI",53575,42.918383,-89.371889,4,26,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","True","True","True","False","False","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1732","Champaign","IL",61820,40.1150169,-88.2461558,3.5,24,"American (Traditional), Nightlife","False","False","True","average","True","1","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",0,0,3,0,1,1,2,2,2,1,1,1,1,0
"1733","Champaign","IL",61820,40.1168917,-88.2426766,4,153,"Nightlife, Bars","False","True","False","average","False","3","True","no","dressy","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",1,1,12,1,5,0,5,0,1,0,1,1,1,1
"1734","De Forest","WI",53532,43.2393613,-89.342612,4,4,"Fast Food, American (Traditional)","True","False","False",NA,"True","1",NA,NA,"casual","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1735","Madison","WI",53703,43.074915832,-89.3947126815,3.5,170,"Nightlife, Bars","True","True","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1736","Madison","WI",53704,43.1114776,-89.3456307,3.5,17,"Fast Food, American (Traditional)","False","True",NA,NA,NA,"2","True",NA,"casual",NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1737","Cornelius","NC",28031,35.4650935859,-80.8707325429,3,29,"American (Traditional), Nightlife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,7,0,0,0,1,0
"1738","Kannapolis","NC",28081,35.4756638,-80.6251902,4.5,23,"Sandwiches, Fast Food","True","False",NA,NA,"True","1",NA,NA,NA,NA,"True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1739","Rantoul","IL",61866,40.30798092,-88.1778450041,1.5,11,"Fast Food, American (Traditional)","False","False",NA,"average","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,1,0,0,0
"1740","Madison","WI",53704,43.074011,-89.382558,4,21,"Sandwiches, Fast Food","True","False","True","average","True","1","False","no","casual","False","True","False","False","True","False","False","False",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1741","Charlotte","NC",28262,35.3231699,-80.7329184,3,22,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True","True","True","True","True","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1742","Homer","IL",61849,40.0356044068,-87.9583024912,4.5,10,"Coffee & Tea, Cafes","True","True","True","quiet","True","1","False","free","casual","False","True","False","False","False","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1743","Charlotte","NC",28203,35.2001356,-80.8442089,3.5,111,"Sandwiches, Fast Food","True","False","True","average","True","1","True","no","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1744","Madison","WI",53715,43.055569,-89.397437,4,369,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","True","True","False","False","True","True","False","False","False","True","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1745","Charlotte","NC",28269,35.3493965,-80.8513146,2,82,"American (Traditional), Nightlife","True","False","False","loud","True","2","False","free","casual","False","True","True","True","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1746","Charlotte","NC",28127,35.176921,-80.8803162,3.5,46,"Fast Food, American (Traditional)","True","True",NA,"very_loud","True","2","False","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1747","Charlotte","NC",28105,35.1105564,-80.7103532,3.5,7,"Fast Food, American (Traditional)","True","False","True",NA,"True","1","False","no","casual",NA,"True",NA,NA,NA,NA,NA,NA,"False","True","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1748","Madison","WI",53711,43.067141,-89.414181,2.5,7,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1749","Madison","WI",53719,43.0496478,-89.5028208,4,30,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,7,0,NA,NA,13,1,11,1,0,1,1,0
"1750","Concord","NC",28025,35.4475856,-80.5996181,4,26,"Fast Food, American (Traditional)","True","False",NA,"average","True","2","True","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1751","Charlotte","NC",28209,35.1703927,-80.8464974,4,59,"Southern, Breakfast & Brunch","True","False","True","average","True","1","True","free","casual","True","True","False","False","True","False","False","False","False","True","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1752","Charlotte","NC",28210,35.145938695,-80.8300620574,4.5,285,"Southern, Breakfast & Brunch","False","True","True","average","True","2","True","free","casual","False","True","False","False","False","True","True","False","True","True","False","True","True",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1753","Concord","NC",28027,35.3762958,-80.7308585,4,146,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
"1754","Charlotte","NC",28205,35.2037218,-80.7605424,4.5,18,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1755","Charlotte","NC",28210,35.1524371765,-80.8395179364,4,634,"Southern, Breakfast & Brunch","True","True","True","average","True","2","False","free","casual","True","True","False","False","True","False","True","True","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1756","Madison","WI",53717,43.0614323883,-89.5047939971,2.5,39,"Fast Food, American (Traditional)","True","False","True","loud","True","1","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1757","Mint Hill","NC",28227,35.1737168,-80.6575883,4,59,"American (Traditional), Nightlife","True","False","False","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1758","Concord","NC",28025,35.4385145146,-80.6062140316,3,19,"Sandwiches, Fast Food","True","False","True","quiet","True","1","True","free","casual","True","True","True","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1759","Gastonia","NC",28054,35.2604155204,-81.1299565387,2.5,14,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True","no","casual","False","True","False","False","True","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1760","Monroe","NC",28110,35.0086889,-80.5627243,3,28,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1761","Denver","NC",28037,35.4443416,-80.9925895,2,6,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1762","Huntersville","NC",28078,35.4464951043,-80.8783882298,4,301,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1763","Madison","WI",53703,43.0697329,-89.393678,4.5,8,"Coffee & Tea, Cafes",NA,"False",NA,NA,"True","1","False","free",NA,"False","True","False","False","False","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1764","Madison","WI",53703,43.0746989519,-89.3992268386,4,9,"Fast Food, American (Traditional)","False","True","True",NA,"True","2","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False",0,0,1,1,2,0,NA,NA,1,0,1,1,0,0
"1765","Charlotte","NC",28217,35.148215,-80.8950909,3,13,"Fast Food, American (Traditional)","True","False",NA,"average","True","2","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1766","Denver","NC",28037,35.4451199,-80.9963911,4,158,"Nightlife, Bars","False","True","False","average","False","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1767","Urbana","IL",61802,40.1139865,-88.2029151,3.5,19,"Fast Food, American (Traditional)",NA,NA,"True",NA,"False","2",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1768","Charlotte","NC",28217,35.1621387,-80.8868514,2.5,48,"American (Traditional), Nightlife","True","False","False","very_loud","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,10,1,9,1,4,3,5,0,1,1,1,1
"1769","Sun Prairie","WI",53590,43.1824466,-89.2275169,3,16,"American (Traditional), Nightlife","True","True","None","loud","True","2","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1770","Concord Mills","NC",28027,35.3742776147,-80.7304715744,2.5,222,"American (Traditional), Nightlife","True","False","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,18,3,14,1,22,0,23,2,1,1,1,1
"1771","Huntersville","NC",28078,35.4058290893,-80.8654024255,4,292,"American (Traditional), Nightlife","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1772","Madison","WI",53715,43.0680798,-89.4083302,4.5,107,"American (Traditional), Nightlife","False","False","False","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1773","Matthews","NC",28105,35.1197611,-80.7189513,3.5,52,"Fast Food, American (Traditional)","True","False","False","average","True","2","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1774","Madison","WI",53704,43.1113142622,-89.3640175794,4,114,"Fast Food, American (Traditional)","True","True","True","average","True","2","False","no","casual","True","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1775","Champaign","IL",61820,40.1112203703,-88.2290604075,4,158,"Fast Food, American (Traditional)","True","False","False","loud","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1776","Madison","WI",53703,43.0728256377,-89.3845476955,4,71,"Nightlife, Bars","False","False","False","average","True","1","False","no","casual","False","True","False","True","False","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1777","Charlotte","NC",28208,35.2297195889,-80.8659141785,4.5,197,"Sandwiches, Fast Food","True","False","False","average","True","1","True","free","casual","False","True","False","False","True","True","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1778","Concord","NC",28027,35.3752254,-80.7299224,4.5,124,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","True","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"1779","Charlotte","NC",28216,35.3242932,-80.9477716,4,14,"Sandwiches, Fast Food",NA,NA,NA,NA,"True","1",NA,NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1780","Charlotte","NC",28204,35.212005,-80.817991,3,37,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","no","casual","False","True","False","False","True","False","False","True","False","False","False","True","False",0,0,7,1,4,0,9,2,2,1,1,1,1,1
"1781","Charlotte","NC",28217,35.187442,-80.881973,4,462,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","False","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1782","Mint Hill","NC",28227,35.1704967136,-80.6608630869,3,26,"Fast Food, American (Traditional)","True","False",NA,NA,"True","2","True",NA,"casual","True","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,4,1,14,1,2,0,6,2,1,1,1,0
"1783","Champaign","IL",61820,40.101522,-88.24448,4,158,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1784","Charlotte","NC",28213,35.2409631,-80.797204,2.5,26,"Sandwiches, Fast Food","False","False","True","very_loud","True","2","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"1785","Huntersville","NC",28078,35.430109,-80.842771,3.5,108,"Nightlife, Bars","True","False","True","very_loud","True","2","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1786","Matthews","NC",28105,35.1246318,-80.7300655,4,234,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,0,23,0,18,0,29,0,19,0,1,1,1,1
"1787","Madison","WI",53705,43.0833456,-89.475953,4,156,"Coffee & Tea, Cafes","True","False","False","average","True","2","False","no","casual","False","False","False","False","False","False","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1788","Madison","WI",53704,43.1029911,-89.3457048,4,75,"Fast Food, American (Traditional)","True","True","True","quiet","True","1","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1789","Charlotte","NC",28226,35.0894548,-80.845066,3.5,123,"Fast Food, American (Traditional)","True","True","False","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1790","Charlotte","NC",28202,35.225378,-80.841961,3,101,"American (Traditional), Nightlife","False","False","False","loud","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1791","Madison","WI",53704,43.1259058,-89.3103388,2.5,8,"Sandwiches, Fast Food",NA,"False","True",NA,"True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1792","Madison","WI",53715,43.0717653,-89.4081342,2.5,9,"Nightlife, Bars",NA,"False",NA,"average","True","1","True","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1793","Charlotte","NC",28203,35.2204609,-80.8575628,4.5,6,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1794","Charlotte","NC",NA,35.2270869,-80.8431267,3,38,"Fast Food, American (Traditional)","True","False","True",NA,"True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1795","Madison","WI",53705,43.0731022,-89.4343952,3.5,24,"Coffee & Tea, Cafes","True","False","True","average","True","2","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1796","Charlotte","NC",28202,35.2277626,-80.8379816,4.5,53,"Sandwiches, Fast Food","True","False","True",NA,"True","2",NA,"free",NA,"False","True",NA,NA,NA,NA,NA,NA,"True","True","True","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1797","Charlotte","NC",28269,35.383678,-80.784932,3.5,92,"American (Traditional), Nightlife","True","False","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","True","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1798","Charlotte","NC",28205,35.2206126,-80.813347,3,104,"Sandwiches, Fast Food","True","False","True","average","True","1","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1799","Indian Trail","NC",28079,35.08413,-80.65876,4.5,71,"Coffee & Tea, Cafes",NA,NA,"True",NA,"True","1",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1800","Charlotte","NC",28209,35.1754275787,-80.8496666667,4,33,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","no","casual","False","True","True","False","True","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1801","Madison","WI",53705,43.076513,-89.4317035,3.5,10,"Coffee & Tea, Cafes","True","False","False","average","True","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,4,0,NA,NA,2,0,NA,NA,1,1,1,0
"1802","Charlotte","NC",28202,35.227394,-80.839005,3.5,143,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1803","Concord","NC",28025,35.435492,-80.604481,1,4,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
"1804","Concord","NC",28027,35.391148,-80.624909,3.5,15,"Sandwiches, Fast Food","True","False","True","average","True","1","False","free","casual","True","True","False","False","True","True","False","True","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1805","Charlotte","NC",28204,35.2122039,-80.8293548,3,33,"Coffee & Tea, Cafes",NA,NA,NA,NA,"True","1","True","free",NA,"False","True","False","False","False","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1806","Madison","WI",53703,43.0749538,-89.3907598,4,63,"Fast Food, American (Traditional)","True","False","True","average","True","2","False","free","casual","True","True","False","False","True","True","False","False","False","True","False","False","False",1,1,7,1,NA,NA,25,0,31,1,0,1,1,0
"1807","Charlotte","NC",28205,35.2263714,-80.7990185,4,7,"Fast Food, American (Traditional)","False",NA,NA,NA,NA,"1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1808","Monona","WI",53716,43.0474245,-89.326964,3.5,18,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","False","free","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1809","Matthews","NC",28105,35.116789,-80.719317,4.5,228,"Coffee & Tea, Cafes","True","False","False","average","True","1","True","free","casual","False","True","True","False","True","False","True","True","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1810","Huntersville","NC",28078,35.4112945939,-80.8535197377,4,15,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1811","Charlotte","NC",28269,35.334731767,-80.7914621176,3.5,87,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1812","Stoughton","WI",53589,42.9165128,-89.2185812,4.5,43,"Fast Food, American (Traditional)",NA,NA,"True",NA,"True","1",NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1813","Madison","WI",53704,43.1259058,-89.3103388,2.5,8,"Sandwiches, Fast Food",NA,"False","True",NA,"True","1","False",NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1814","Monona","WI",53716,43.060389,-89.326454,4.5,6,"Sandwiches, Fast Food","True","False","True",NA,"True","1","False",NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1815","Verona","WI",53719,42.9938254152,-89.52383406,2.5,9,"Fast Food, American (Traditional)","True","False","False","loud","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1816","Lowell","NC",28056,35.2563307,-81.1009118,4.5,80,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","no","casual","False","False","False","False","True","False","False","False","False","False","False","True","False",0,0,8,0,8,0,12,1,15,1,1,1,1,1
"1817","Mint Hill","NC",28227,35.172221,-80.660724,3,41,"Fast Food, American (Traditional)","True","False","True","quiet","True","1","True","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1818","Charlotte","NC",28207,35.1865992,-80.8220563,3.5,40,"American (Traditional), Nightlife","True","True","True","average","True","1","False","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,2,0,3,0,2,0,2,0,1,1,1,1
"1819","Charlotte","NC",28216,35.2643847,-80.8539956,3.5,14,"Southern, Breakfast & Brunch","True","False","False","average","True","1","False","no","casual","False","False","False","False","False","False","False","False","False","True","False","True","False",0,0,2,1,NA,NA,NA,NA,1,0,1,1,1,0
"1820","Urbana","IL",61802,40.1332077785,-88.198594898,2.5,17,"Fast Food, American (Traditional)","True","False",NA,"average","True","1","False","free","casual","False","True","False","False","True","False","False","True",NA,NA,NA,NA,NA,1,1,1,1,4,2,5,0,1,0,1,1,1,0
"1821","Charlotte","NC",28209,35.171028,-80.849435,3.5,31,"Fast Food, American (Traditional)","True","False","False","quiet","True","1","False","no","casual","False","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1822","Lake Park","NC",28079,35.0848352268,-80.634331394,5,3,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,"False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1823","Charlotte","NC",28277,35.0266893,-80.8387736,4,54,"Sandwiches, Fast Food","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1824","Champaign","IL",61820,40.1169816,-88.2426671,4,94,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","False","False","False","False","False","False","True","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
